HSCode,PortOfLading,dist
92,127,1.2737441499318396
96,218,1.2560181341000967
92,113,1.274084495646613
93,141,1.245422611279147
93,130,1.222651163914374
93,113,1.2719101820673262
91,181,1.22940154400255
61,114,1.2965071009738105
72,132,1.2383266519755125
54,166,1.2701932952872343
92,138,1.251874417066574
54,42,1.2857031843491964
88,113,1.2713591435125895
93,94,1.264619997569493
26,9,1.273689833602735
92,125,1.2742214514208692
50,130,1.2414283592786108
23,53,1.2890161850622721
89,236,1.2746956681034394
10,166,1.2727446795574255
32,25,1.2490654087492399
93,215,1.2685481911259038
92,218,1.254125918660845
93,185,1.2543959399419171
88,1,1.2610580484781946
92,230,1.2729531047599656
93,69,1.285570406754102
31,230,1.3101248677287782
38,133,1.2107603780792229
10,182,1.2443202483866895
38,94,1.2983385558639253
93,228,1.2594846284815244
40,103,1.2401998857302325
10,109,1.2776843341333526
42,127,1.2989512830972672
10,189,1.2678653981004442
46,136,1.3144890069961548
93,44,1.241924321545022
92,96,1.2890337599175317
79,246,1.3226608059235982
88,127,1.2715364630733217
58,211,1.2646162951631206
92,130,1.2260593101382256
54,88,1.260089744414602
94,27,1.255670318113906
88,109,1.2721283457108907
39,32,1.2473412975668907
26,152,1.286564857832023
10,215,1.2675285248884134
88,164,1.2299630588718824
61,64,1.2936858705111913
24,185,1.2627618743905
75,218,1.2964906181607927
65,5,1.2594536513622319
51,103,1.2252095889832293
50,53,1.2635896812592233
10,96,1.29201128333807
93,131,1.288214949624879
92,188,1.2728825701134545
94,202,1.2533797611083304
91,223,1.228571733193738
89,218,1.2575642700706209
10,32,1.2538247012666293
93,230,1.2692985694323267
42,221,1.2815848610230856
50,152,1.2844132940684045
91,94,1.263513222336769
94,109,1.2754975685051508
42,32,1.2614093667694501
65,27,1.2518373565482241
10,42,1.2878060724054063
40,53,1.2734285912343435
91,235,1.2513797746172972
45,216,1.2237523389714104
65,127,1.2794782327754157
33,169,1.2806618107216698
83,218,1.2918745832783836
83,169,1.2978970812899726
58,90,1.2775759143488747
26,169,1.284401148557663
65,114,1.272117508309228
50,218,1.2706302031874657
65,169,1.2690316864422388
88,152,1.2724255701260907
54,246,1.2884948530367442
26,20,1.2612197697162628
83,48,1.2842164380209786
81,114,1.3103479551417487
65,218,1.260496127818312
86,169,1.310716918536595
39,218,1.2655125824468476
79,169,1.3082976319960185
61,244,1.298270161662783
50,74,1.293217503598758
78,218,1.3230436380420412
91,102,1.2563969514199667
88,53,1.2552225440740585
70,169,1.3257273094994682
92,32,1.2470587768724986
65,192,1.2611762750893831
89,221,1.2587603341255869
50,88,1.2624157656516348
39,53,1.260703896837575
49,37,1.2033636225387454
96,74,1.2780799099377222
96,244,1.2734811007976532
61,5,1.2835590402994836
24,11,1.252456743802343
62,158,1.2901968689901488
28,237,1.3135917293173927
92,5,1.2585892893507011
20,191,1.2550971167428153
89,243,1.2645462187273162
93,202,1.2425893412104674
81,127,1.318306592958314
94,129,1.2802730096238
24,208,1.2559614328534476
42,144,1.2493003723876817
40,9,1.274828133306333
45,246,1.2932642144816262
92,20,1.2482323933924948
16,109,1.29328553378582
75,114,1.305652230978012
91,0,1.2878096838082587
93,217,1.2255448262606348
89,158,1.2799743371350425
45,158,1.2873513656003135
93,151,1.2557838634986962
91,42,1.2724736045513834
39,88,1.2594542322414262
93,222,1.2334743312426977
50,9,1.2655763301466192
83,246,1.3128093119178499
88,236,1.2707140435065543
33,109,1.2760923824140005
93,177,1.2795246988534927
24,9,1.276129491095032
65,246,1.28338608784335
88,136,1.2688544892839022
93,219,1.2702309851135527
92,246,1.2776531044925963
96,126,1.264263354241848
96,246,1.2801530765635627
93,1,1.2680355507348264
50,166,1.266774227044412
65,46,1.2432088713560785
93,174,1.246943345559495
74,42,1.347764613372939
39,237,1.2764953587736403
10,5,1.2651431149403964
54,129,1.279832539813859
94,96,1.2927989012428693
92,129,1.2771610372832842
50,216,1.2193056462066514
10,211,1.2707345251526152
92,236,1.273493901427303
90,125,1.2647815500718675
13,32,1.2838248248611177
50,48,1.266298091837338
94,243,1.2723535905991281
24,151,1.2589050331818206
94,188,1.2801124368395125
92,136,1.2718162685632706
33,88,1.264545970729419
81,218,1.2989267430135183
10,56,1.2471758521028928
91,152,1.271451038973672
81,98,1.2790991302047456
89,42,1.2803911768964358
10,154,1.272647060986076
88,118,1.2287678121189987
93,223,1.2361528745719366
93,162,1.294120722583362
91,53,1.253800826413291
93,20,1.2443438417145185
50,244,1.286308771797589
44,48,1.2619775725262505
65,90,1.266447757503816
61,246,1.3070910764592034
88,88,1.25274408608675
82,246,1.3264658004045486
42,75,1.202979147966419
62,169,1.2770894638129644
26,48,1.2698117388146264
65,244,1.2752928457089834
67,90,1.2952630732740675
26,114,1.2870199573891503
81,48,1.2925706569637572
94,136,1.2792843239648002
89,152,1.277315384575299
45,218,1.2709711002452033
42,48,1.2738978735038213
14,5,1.2845703278269087
90,202,1.247994306896414
40,88,1.27247397175857
94,127,1.281645662018231
58,200,1.2785798119647163
91,79,1.2276140813316618
54,194,1.2571395699466978
42,27,1.2678957155772619
93,166,1.2671891881286033
65,202,1.2477060199848242
50,127,1.2904307395219803
90,114,1.2625558924462115
89,244,1.27293127988066
92,23,1.2660358460353953
45,230,1.2844407728740148
39,149,1.2237912588087576
24,152,1.3003482456718172
50,72,1.251700076673712
61,138,1.2581677439489536
62,48,1.2668302761656898
23,32,1.2777082494327001
58,53,1.2682248439107622
38,169,1.2953415449176515
24,166,1.2771217312131609
94,94,1.2765579809035574
51,42,1.3351375716073173
96,169,1.2645819783210754
65,166,1.2687595404152359
88,244,1.2695535581026758
92,148,1.268183043492692
94,138,1.258245154683079
33,243,1.2820377977831023
90,23,1.2584594498787607
34,216,1.2306325446282114
32,243,1.2892759165593557
45,42,1.291271364050252
93,245,1.2456835487059184
92,18,1.2697007326143128
94,113,1.2839430453521865
45,202,1.2539935952850751
76,48,1.3158013182027
64,246,1.3230589010885783
54,185,1.2573378783251559
45,185,1.2593058560575758
65,230,1.2782292717269488
94,223,1.2423352796052183
29,94,1.339499090399061
58,221,1.2777840111936842
93,55,1.263866350054741
93,109,1.2668660974928312
40,211,1.2645401560834475
91,27,1.2449689166886466
41,140,1.2311878908159477
40,27,1.2702615516526359
90,42,1.2787822655269079
39,109,1.2745234380875314
50,185,1.2531352362462453
62,178,1.2639742536204202
24,53,1.275887515928064
14,152,1.3093525958912713
63,127,1.2890558051211494
65,53,1.2609204900051867
36,88,1.2971064831529344
58,243,1.285578299845968
0,237,1.3254741728305817
16,19,1.2172340553786074
33,72,1.2518110967108182
65,129,1.2766363599470683
92,235,1.2600130172712463
62,127,1.2895992291825158
23,166,1.2894919642380305
96,221,1.2599372874413217
10,48,1.265555823487895
90,20,1.2393069288560323
42,218,1.2783022033316749
58,244,1.2903653212956019
7,235,1.3050943272454398
76,246,1.3412460450615202
26,235,1.277389645576477
61,89,1.2457865827849932
91,169,1.2599122859537601
65,144,1.2351972633706672
94,244,1.2792201106037413
61,127,1.3030406385660172
26,127,1.2941923588514328
20,174,1.280385645372527
24,32,1.2650331748383385
47,202,1.255186625357185
40,166,1.2748789406780685
40,185,1.2627355339271682
4,192,1.253847493657044
24,88,1.274179416043418
39,236,1.2749565254364694
70,243,1.3228603133133479
44,221,1.266445660165378
10,30,1.2372683510184288
91,243,1.2633027503533023
94,87,1.266033981527601
69,42,1.345743055854525
94,158,1.2898027449846268
84,221,1.3115260047572
40,32,1.2612897977232933
33,235,1.2743669343846185
87,42,1.3457936644554138
46,109,1.294957929423877
12,152,1.3161694407463074
52,90,1.2973923576729638
57,48,1.3031787829739707
10,9,1.2727416407849108
27,94,1.3165241735322135
10,185,1.2600709540503365
32,173,1.2586516727294241
96,235,1.2621513094220842
26,221,1.2773175239562988
96,42,1.2818436899355479
93,103,1.2533131917672498
83,114,1.3016355612448283
40,215,1.2634837968008858
44,235,1.2724126321928841
62,244,1.2844512632914953
31,32,1.2705682728971754
33,188,1.2731725105217524
33,103,1.230089157819748
10,152,1.285197699708598
23,35,1.2321284072739738
90,105,1.2684382775000163
42,88,1.2752602164234434
81,246,1.3208742844206947
58,27,1.2630346513220243
93,91,1.2555055730044842
93,9,1.2690298786120755
24,72,1.2633506198014532
63,237,1.286750465631485
50,140,1.238509344735316
50,221,1.2719517669507436
65,64,1.270220312689032
93,147,1.244703411523785
89,126,1.2581965742366654
15,107,1.2443577418369907
38,230,1.2932129864181792
26,187,1.2237032502889633
34,42,1.3113311124699456
14,127,1.319402426481247
42,152,1.2951982127768653
40,11,1.2485380885856492
10,141,1.2614540713174003
92,228,1.2656000586492675
24,216,1.2283043680446488
44,218,1.2678417286702566
91,234,1.235992802573102
78,114,1.329916353736605
88,235,1.258236587047577
94,221,1.2662725001573563
91,174,1.247451815221991
50,64,1.279595019561904
45,48,1.2675439247063227
32,114,1.2921886954988753
39,144,1.235247123121683
54,169,1.2744063373122896
91,114,1.2653267915759767
72,246,1.343836682183402
40,235,1.2885099053382874
91,244,1.2667589049254144
85,234,1.2576976588794164
93,5,1.2534252908080816
88,144,1.2312313906316246
88,12,1.2396167660398143
93,152,1.270450257297073
88,74,1.279295960707324
45,147,1.2325758284756116
61,221,1.2855597138404846
88,174,1.2461274774479014
4,27,1.2992172219923563
90,5,1.2559739027243009
26,88,1.268574861543519
50,37,1.234932518963303
57,216,1.2375564564551627
92,244,1.2721571315612112
44,130,1.241450716874429
62,218,1.2713684354509627
92,238,1.2419448888727598
94,147,1.243747851146119
20,237,1.2975745307547706
61,20,1.266393780708313
47,141,1.252901425851243
24,56,1.240260403071131
62,230,1.2864565551280975
92,158,1.282475239464215
65,158,1.2833214913095747
65,132,1.2414003730352436
85,221,1.3002126344612666
61,109,1.2977172817502702
74,74,1.3272774411099297
23,136,1.31587182198252
93,178,1.2661171246852194
96,109,1.270925142935344
54,221,1.2673788198402949
91,148,1.2598247323185205
93,72,1.251039202192
93,71,1.249868919806821
93,165,1.255551056670291
39,197,1.23828102009637
96,129,1.2686159270150321
93,129,1.273312930549894
45,194,1.2538752225892884
39,143,1.2370266318321228
9,42,1.3474393976586205
65,211,1.267757270817778
45,190,1.2289038827376706
63,151,1.2635250405541487
93,181,1.237863681678261
20,236,1.3005052134394646
11,225,1.1921145182901196
32,27,1.266083334173475
24,42,1.3051276568855559
61,169,1.29318225809506
68,246,1.3504411620753152
52,218,1.314814214195524
54,75,1.1948970354029111
93,250,1.255007513399635
39,48,1.2613545901009016
69,246,1.3391838861363274
45,235,1.275433795792716
93,53,1.2541516162455082
63,246,1.2922296673059464
14,218,1.301326606954847
39,221,1.268988745553153
93,74,1.2778014434235436
92,27,1.2502711165164198
12,5,1.292689710855484
65,212,1.2279016502600695
26,216,1.2233593612909317
44,126,1.2654871472290583
96,186,1.2546483831746238
33,53,1.264926450593131
23,109,1.3025909662246704
40,237,1.2941096808229173
10,202,1.2550681275980813
10,53,1.2671772007431303
92,222,1.2338851891191942
45,236,1.2817003458206142
33,246,1.2960946964366096
96,114,1.269733733364514
10,35,1.2361044500555312
90,243,1.2582526238901275
12,53,1.2969459401709693
54,127,1.2842168658971786
91,109,1.2614040662135397
54,51,1.2324220170932156
93,164,1.233538772378649
79,159,1.2471302726439066
15,185,1.279077972252188
93,46,1.2528536064284188
92,202,1.248260674732072
92,91,1.253812462091446
50,208,1.2501788245780128
45,91,1.234214473515749
93,176,1.2495630803917135
44,127,1.2839484246713775
93,18,1.2711457163095474
26,53,1.2706720254250936
58,88,1.2672695741057396
62,20,1.2561681792140007
90,188,1.2691335475870542
92,0,1.295667109212705
47,42,1.2945301532745361
20,88,1.2839706103716577
33,5,1.2638683068965162
90,244,1.2665546366146632
39,152,1.2834151610732079
61,218,1.2865940013102122
39,140,1.2446777277759142
42,235,1.2817610842841012
79,0,1.3000080713203974
83,235,1.2939663167510713
92,186,1.2642333103077752
79,235,1.3053474873304367
58,32,1.2555353833096368
93,194,1.2643573305436544
93,236,1.2696818082726427
54,27,1.2539917368974005
45,221,1.2721994199923106
20,43,1.2348199007766587
20,27,1.2771266911711012
19,107,1.221807843872479
32,19,1.2380152568221092
48,69,1.2903495563992433
91,189,1.2604225022452218
10,238,1.2376516035624914
58,35,1.2254642418452673
57,246,1.3311150606189455
24,148,1.2905271984636784
31,185,1.2676931455997484
20,166,1.2877591513097286
26,32,1.2536087855696678
76,127,1.3382342883518763
10,151,1.2590108718723059
26,136,1.2898899189063482
61,228,1.2732377925089426
42,243,1.2895156741142273
75,246,1.3160569731678282
33,216,1.2182709595986776
86,237,1.3179720725331987
75,148,1.3046442227704185
81,129,1.300834936755044
65,221,1.2625970797879356
65,215,1.2673719770142011
32,235,1.2808735434498106
82,74,1.3085664340427943
94,20,1.2561226742608207
93,173,1.2666136441486222
38,144,1.244639034249953
70,218,1.3200208310570036
16,32,1.2717368177005224
62,114,1.2821749768086843
10,193,1.2554046091224467
88,96,1.2857882156968117
96,64,1.2686456527028764
93,76,1.263173468677061
16,42,1.316811746784619
20,152,1.3053142875432968
62,130,1.2482475223285812
54,223,1.2371363575969423
15,223,1.2613689074558871
45,25,1.234200052118727
31,211,1.259714630565473
63,218,1.27200614128794
63,27,1.2685317897370882
75,159,1.2522309986608369
26,158,1.2984663876039642
50,8,1.249721005301191
46,159,1.2362716511956282
85,141,1.2826182491012983
0,42,1.3377709090709686
42,36,1.243876168238265
85,243,1.3040106892585754
62,228,1.2649282323462623
42,230,1.2967432694775718
71,246,1.3546961396932602
88,112,1.256611524948052
93,112,1.2596683608634132
93,21,1.2706674763134547
44,23,1.2743784886385714
84,114,1.3200051422630037
90,127,1.2697993767048632
3,202,1.304492684347289
26,11,1.2495655885764532
74,129,1.3123292050191335
94,107,1.2612891708101546
14,88,1.28985130574022
89,27,1.2521603804613863
70,90,1.3022816202470235
81,64,1.3077460846730642
89,235,1.264148480125836
88,20,1.2459755135434014
91,74,1.2722263655492239
65,0,1.2956685253552027
95,218,1.3156522533723287
24,114,1.2961908706596919
93,89,1.245557562048946
47,218,1.2779634382043565
73,169,1.3296346621853965
49,218,1.3068760548319136
25,218,1.3249888249805994
93,87,1.2602033306445395
33,42,1.2909658210618156
81,228,1.2885081725461143
45,223,1.2381441380296434
81,74,1.3116275433983122
45,243,1.2795155474117823
39,138,1.25586888496764
88,228,1.263246977435691
44,113,1.286163913352149
93,234,1.2388393431901932
96,112,1.257155220423426
88,213,1.2418591912303651
43,53,1.3007595390081406
94,152,1.281170001519578
42,136,1.2958386753286635
71,42,1.358742083821978
93,204,1.2493802351611
94,126,1.268329574593476
54,113,1.2858292354004723
39,114,1.278447579060282
31,5,1.288107547376837
92,64,1.2655293622187205
86,218,1.304553217121533
44,243,1.2751771679946355
92,105,1.2810373875711645
91,5,1.2499899507633276
92,141,1.2496273033320904
69,127,1.3375878376620156
92,152,1.2749938805188452
46,164,1.2197001831872123
63,174,1.2666550746985845
65,228,1.262057593890599
89,48,1.2537837305239268
63,42,1.2985951155424118
58,185,1.2608348687312432
31,11,1.2427860817738943
32,202,1.26014358656747
34,223,1.251657241024077
32,53,1.2748077469212669
89,177,1.265928334423474
38,136,1.3021392758403505
93,15,1.268612588090556
45,119,1.2484705394932203
31,231,1.2639846482447215
93,122,1.2869169073445457
26,75,1.1978678309491702
54,32,1.2470292853457587
91,19,1.2310039236077241
4,37,1.2244302260556392
58,152,1.2916721946426801
92,104,1.2502318665917431
93,209,1.2516453659960203
91,221,1.2554743460246496
69,218,1.3197788723877497
7,230,1.310792088508606
36,92,1.2092956112963813
58,166,1.2723643843616759
45,169,1.2787099033594131
54,243,1.2744495677096503
20,32,1.2704586301531111
45,189,1.2693069598504476
93,56,1.2494183395590102
42,5,1.2738985107945544
4,221,1.3131385062422072
52,244,1.3230026087590627
45,114,1.281614056655339
83,64,1.2952910853283746
81,169,1.3065096693379539
94,174,1.2575318850576878
33,231,1.2622414859277862
93,41,1.2486147530643004
90,169,1.2612720621483666
38,27,1.27065794808524
93,105,1.2802809365093708
45,51,1.2308932803571224
32,231,1.272923925093242
63,194,1.262757798390729
96,48,1.2512637749314308
91,37,1.238569903586592
93,14,1.2478075698018074
47,53,1.267073639269386
26,35,1.2290369676692146
91,136,1.264834868588618
89,138,1.2483692084039961
85,48,1.291164415223258
26,166,1.274704978934356
93,88,1.2523256822356157
79,114,1.3117872263704027
92,213,1.247052715825183
24,211,1.2689381161970752
24,200,1.2813972715022308
63,91,1.2400228274720055
83,126,1.2910092643329076
62,243,1.280376833464418
93,154,1.2708883322775364
26,72,1.2562442480453424
43,221,1.3142955473491125
30,42,1.343962428825242
23,42,1.3224062004259654
26,126,1.2776806290660585
38,235,1.2880516350269318
54,235,1.2666508938585008
83,130,1.264057643711567
58,48,1.2712052847657884
93,210,1.2639966351645333
20,235,1.2959061967475074
39,249,1.2213976361921854
44,244,1.2802463727337974
61,48,1.2821834640843528
58,169,1.2844885970864977
10,204,1.245713277586869
24,202,1.270617971462863
40,151,1.255609214838062
92,87,1.26019506582192
88,229,1.268983711621591
33,151,1.2471788839570113
89,202,1.2492170291287559
40,72,1.2595869675278664
91,127,1.2716568405074733
88,141,1.248161073241915
93,54,1.250296603356089
88,234,1.239351092704705
52,169,1.3199449543442046
15,93,1.2310601019167475
65,8,1.2599970336471285
96,135,1.2617906225579125
54,152,1.2793343237468175
85,127,1.3166480830737524
54,230,1.2817360269171851
92,219,1.2721278188484055
50,243,1.2797623851469584
70,200,1.2932019105979375
44,208,1.2594035720186574
23,72,1.271794036829046
88,129,1.2750255609197276
89,192,1.2585635371506214
14,126,1.2972600289753504
42,64,1.2896642025027956
20,208,1.2652230552796806
4,200,1.2832556764728256
70,235,1.3234486260584422
24,218,1.2850949232067381
50,144,1.2382070108183794
22,218,1.3239387635673796
70,48,1.313969801579203
65,20,1.2498666335429465
93,200,1.287965581120391
40,174,1.2698624762041228
50,192,1.2563475699030928
81,244,1.3142674842051096
23,27,1.2866530088441712
31,72,1.263986190514905
69,48,1.3146530772958482
88,132,1.2416052695895945
90,94,1.2695596803511893
38,207,1.1931524255446024
47,94,1.286462506013257
13,109,1.3136757803814751
57,130,1.2789393599544252
50,114,1.283031274165426
38,221,1.2857085977281844
51,151,1.2621986440249853
26,236,1.2851920308811324
96,223,1.2380686051079206
26,18,1.2738881164363451
92,185,1.2559747818325246
91,219,1.2710475389446532
84,130,1.2842414719717843
32,130,1.2501840995890754
88,5,1.253880291861216
79,228,1.2827498550925935
26,218,1.274534957749503
24,48,1.2801730377333504
50,235,1.274875779237066
70,20,1.2927481638533729
67,169,1.3191120283944267
50,238,1.2245705968567304
42,246,1.3031891222511018
65,32,1.248868316411972
34,5,1.2853627588067735
91,64,1.2616818052317416
20,5,1.2805530575237103
58,202,1.2585643168006624
11,193,1.2120475130421775
82,127,1.323998014841761
81,220,1.2873533165880613
57,190,1.2164859508297272
77,220,1.2672028200966972
94,237,1.2763345901455199
54,125,1.2835882966007506
10,221,1.2721337952784129
95,127,1.3339352032967977
0,109,1.313606504883085
93,57,1.2221068127879076
96,243,1.268990925380162
33,236,1.2801985080753053
81,221,1.3006217692579543
54,53,1.2616719475814275
50,151,1.2480758535010474
12,32,1.276801052902426
93,96,1.2871409143720354
44,18,1.2615871631673403
79,127,1.321371344583375
65,80,1.2347244322299957
10,72,1.2568399677319186
94,32,1.2537180036306381
45,247,1.2705646774598531
96,189,1.2667782881430216
41,218,1.3074397487299783
94,144,1.2419644217672092
80,74,1.3199689941746848
79,218,1.3029146237032754
91,158,1.2782568803855352
14,154,1.2672412182603563
50,11,1.2423505474414145
89,188,1.272071001785142
82,220,1.2646351323596068
19,237,1.318411375795092
12,72,1.2740037473184722
50,211,1.2602923390056406
73,127,1.3406956302268165
92,109,1.2723739626152175
65,42,1.2820251701133591
33,202,1.254360488482884
50,52,1.221877751073667
10,126,1.2748515829443932
44,166,1.275581898966006
62,150,1.21744987900768
44,148,1.2793328575789928
26,151,1.2537424575005258
84,169,1.31734864626612
54,234,1.2490161252873284
85,169,1.3047268646103996
81,130,1.275178425014019
94,193,1.2599132478769337
15,88,1.2953541513000215
1,201,1.2118937958564078
49,27,1.2898207200425011
57,236,1.315861457160541
96,5,1.2616451874907528
92,7,1.2610671115773064
92,88,1.254979936139924
54,108,1.2167394480534963
46,42,1.3173460172755378
14,221,1.3008235054356712
89,64,1.2653557253735406
96,69,1.2836323297981704
47,237,1.2847546190023422
81,151,1.2835334278643131
65,238,1.2339283398219518
96,248,1.2386004153106893
83,159,1.2465380568589484
89,113,1.2746266296931676
17,237,1.32468509886946
45,99,1.2212605832942895
58,136,1.2885005857263292
62,221,1.2728039877755302
45,27,1.2583216987550259
10,216,1.2289487549236842
40,231,1.2710661286754268
65,200,1.28282822987863
38,152,1.297772032873971
23,218,1.3048438621418816
26,64,1.2850251687424523
48,155,1.3102391074810709
44,158,1.2880806656820434
33,96,1.2832521540778024
1,65,1.210619333599295
14,187,1.2235987931489944
92,200,1.287777576994683
20,75,1.2152082680591516
43,114,1.325651879821505
93,216,1.2265407975230898
38,109,1.2864779404231481
10,200,1.2851870536272014
93,7,1.2626894350562776
19,230,1.3189764363425118
45,64,1.276576649929796
93,155,1.298561995582921
38,232,1.2142300132129873
63,112,1.2542784629123551
34,166,1.2879302512322153
65,11,1.2493428172809737
20,189,1.2788128852844238
41,243,1.3125594577619009
81,202,1.286251304405076
20,85,1.2344663073973996
78,74,1.3205824749810355
10,156,1.246333354152739
47,236,1.2794758273022515
88,188,1.2704851286751884
89,130,1.228571673056909
65,236,1.275946841043021
94,53,1.2674213339175497
32,136,1.2948337474039622
62,174,1.2698605869497572
20,107,1.2548144928046636
20,53,1.2845551541873388
45,155,1.2903235891301716
81,138,1.2787667677870818
24,215,1.2644023645137037
39,94,1.2790746337601118
45,200,1.2772478839116437
20,109,1.2945627250841685
76,172,1.216122433011021
65,243,1.2705340449299132
88,126,1.258416196597474
40,216,1.2260633068425315
91,90,1.2613929573978697
33,48,1.2689947464636393
39,20,1.2527992853096552
93,124,1.2741240018180437
74,169,1.3330151779311044
54,200,1.279664029234222
38,236,1.2878189044339317
10,174,1.2606675028800964
62,235,1.276576851095472
30,223,1.2578982481999057
96,90,1.2631841296596187
86,130,1.2736382537654467
81,234,1.2730275626693452
39,174,1.256022395832198
44,230,1.2821804795946394
93,137,1.2623305810349328
45,162,1.2922882267407008
20,42,1.3105141988822393
32,109,1.283693641424179
24,237,1.294735582811492
62,122,1.2879172238920416
20,48,1.2877230857099806
24,235,1.2876334190368652
91,130,1.2245639573583114
79,244,1.314165513430323
42,20,1.2679497535739626
36,42,1.3345944775002343
92,234,1.2406961316508907
73,246,1.3439612218311854
81,233,1.2772969092641557
24,27,1.273205351616655
65,38,1.2394541251872266
83,74,1.3040307738951273
63,176,1.2296650079744202
92,247,1.2797319540487868
90,9,1.266026572989566
92,78,1.2509809653939945
31,53,1.2855818846396037
26,191,1.2512857105050768
50,200,1.2720258218635405
82,48,1.300446902002607
37,169,1.3358572466032845
39,127,1.2865993146385466
39,188,1.272266115461077
44,74,1.287038273044995
34,72,1.2685528344341688
86,141,1.2897213708077158
54,56,1.241476610302925
58,130,1.2482400323663438
43,152,1.3238033460719245
77,127,1.3415985703468323
16,27,1.2824071124196053
23,223,1.255489572350468
33,200,1.2753111544464315
88,45,1.2596025147608347
86,51,1.2252517699130945
48,137,1.2222266106733255
64,114,1.3132153962339674
65,71,1.242157258093357
88,85,1.2379918630634035
91,138,1.2477213798889093
7,211,1.2714022057397025
74,109,1.3249362345252718
93,120,1.2637231099818433
85,235,1.3022174686193466
58,235,1.2784522005489893
91,228,1.2522614741964
64,127,1.3223703844206673
93,144,1.2315851538442075
94,235,1.2666210755705833
32,188,1.2848398728030068
88,223,1.2373570453907763
36,202,1.2950147901262556
48,136,1.3328716116292136
57,53,1.2970443346670695
70,246,1.339733179126467
46,27,1.28216110595635
33,166,1.269664624972003
65,109,1.2715602016874723
88,32,1.2447542335305894
42,141,1.2688507597361292
93,199,1.256947143801621
10,91,1.2528078045163835
42,185,1.2692155885909284
26,147,1.237871659121343
93,78,1.2530587979791952
26,234,1.2559401903833662
65,9,1.2711472725495696
96,166,1.274868082122079
13,5,1.2885813234107835
45,141,1.2604705074003764
10,246,1.2937059998512268
64,20,1.2799127697944641
10,235,1.2732676629509245
39,246,1.2893380320497922
54,20,1.251510953264577
49,42,1.3263106388705117
