PortOfUnlading,ShipmentOrigin,dist
4,8,1.4015284414802278
49,19,1.3646981716156006
54,66,1.3702013343572617
39,18,1.4014103029455458
15,96,1.3644723072648048
34,16,1.4009529139314378
5,66,1.3667953674282347
15,30,1.375220992735454
28,42,1.379902447972979
54,1,1.3883023453610284
13,79,1.400833866425923
38,35,1.344867650951658
38,78,1.3671966386692864
49,16,1.3829657477991921
5,1,1.3837647885084152
23,90,1.3750832974910736
53,50,1.4192111449582236
44,93,1.365026471870286
40,0,1.3430005801575524
28,80,1.3862213832991463
13,107,1.4023822354418891
5,109,1.3769842662981577
55,43,1.3982529874358858
2,99,1.3768679627350398
26,40,1.3800186344555445
53,99,1.3816068470478058
38,88,1.356608088527407
2,44,1.368758378284318
4,31,1.4001441512789046
4,108,1.3818439968994685
49,99,1.382620679480689
53,101,1.4208374108586992
52,110,1.4118311213595527
33,36,1.4377177442823137
53,95,1.3668392768927984
26,45,1.3986652472189494
4,27,1.376706253205027
38,14,1.3658670314720698
4,77,1.3892597939286913
54,90,1.3752940148115158
0,99,1.3794221069131578
54,98,1.3949645970548903
44,77,1.385326161980629
45,46,1.3718996942043304
28,26,1.4096469581127167
44,97,1.3825299654688155
8,107,1.4001109557492393
19,28,1.3681332767009735
28,34,1.4065714116607393
5,58,1.3807968710150038
47,109,1.3936639641012465
40,36,1.4080683780567986
28,45,1.4064442302499498
53,107,1.4015228663172041
13,49,1.3777137164558684
23,79,1.406959233539445
1,16,1.403387846691268
15,56,1.3944424305643355
53,97,1.384985619357654
2,106,1.39709606553827
54,28,1.3875557780265808
13,91,1.3899564296007156
47,27,1.3864660731383733
13,16,1.387980920927865
39,1,1.3721769856555122
30,16,1.400521844625473
40,55,1.3591999475445067
2,77,1.3763283682721001
23,62,1.4142251695905412
49,79,1.3922818728855677
55,16,1.3912326501948493
2,4,1.3837844559124537
15,82,1.393223272902625
35,107,1.414481750556401
54,10,1.3710033893585205
53,19,1.3798395246267319
2,103,1.388493116412844
4,70,1.4128466269799642
2,27,1.3650471993855067
5,4,1.388160275561469
54,25,1.385700781430517
0,93,1.3627204820513725
38,27,1.3699878730944224
4,34,1.3999443181923457
26,60,1.3633121315922057
4,71,1.3704878325973238
54,17,1.3901653374944414
5,8,1.3959384028400694
2,11,1.3490150049328804
5,6,1.3483019769191742
47,107,1.408339500427246
26,50,1.4163126519748144
15,22,1.375718551022666
39,40,1.3698074902806963
44,108,1.376935369202069
2,58,1.3743761852383614
53,78,1.3779094644955225
33,70,1.4085573256015778
4,51,1.3672671062605721
28,36,1.424563386610576
4,17,1.3955654012305396
19,43,1.4186380207538605
38,34,1.3923262336424418
4,78,1.3753244004079275
5,34,1.3951011789696557
15,25,1.3956171763794762
23,99,1.4004230009657996
18,107,1.4120816056217467
44,90,1.3732224532536097
53,77,1.3873437770775385
26,52,1.363277554512024
53,79,1.3981171271630697
2,66,1.3650516314165932
53,26,1.406010342495782
15,46,1.407584554382733
28,10,1.3688315429857798
33,28,1.3718485906720161
49,34,1.3997046457869666
8,61,1.3755177429744176
55,18,1.4021055613245283
37,12,1.4371095555169242
26,77,1.382981932588986
44,37,1.375655140195574
38,83,1.3890163472720556
0,43,1.3891823930399758
26,79,1.3935561329126358
53,106,1.4045419160808836
13,4,1.3980757296085358
40,12,1.397586933204106
47,34,1.4084412434271403
54,26,1.4013973133904594
5,38,1.3664416606937135
47,104,1.4067397607224328
5,28,1.3848459933485304
39,17,1.3925526078258241
47,101,1.4280639056648528
47,90,1.3892738137926375
53,8,1.4013591238430567
15,10,1.3696937529104096
53,98,1.3994364206280028
13,82,1.3979825292314803
39,43,1.399485862680844
40,52,1.3599369770714216
12,97,1.3849311194249563
5,13,1.3740226370947701
15,77,1.3890270463057928
38,45,1.3864137338740485
12,107,1.409280151128769
44,7,1.3680510744452477
13,74,1.3911162444523402
39,46,1.3963685014418192
2,36,1.4126603709799903
47,98,1.409560656973294
39,34,1.4053052983113699
47,103,1.4114302609648024
13,27,1.3831144784178053
53,14,1.3715659465108598
13,31,1.4066292366811208
15,62,1.418493430529322
5,31,1.3946087935141154
14,16,1.4013209215232305
5,106,1.3967826323849815
0,82,1.370327068226678
49,8,1.3927823113543647
54,34,1.392582425049373
2,56,1.380011192389897
2,107,1.3954170175961085
22,16,1.404206441981452
23,98,1.4045955325875963
13,40,1.387435827936445
54,24,1.3613999805280141
54,74,1.380506871002061
26,48,1.3691197420869554
4,60,1.3676737930093492
47,14,1.3840994387865067
44,10,1.368470651762826
13,25,1.395705548780305
8,40,1.3774133601358958
40,88,1.3576372723494257
40,19,1.3748901230948312
12,40,1.3832006688628877
53,25,1.3884978187935693
38,82,1.385832971760205
54,85,1.3703575560024805
36,28,1.3679945511477334
12,101,1.4247645948614394
45,25,1.381433122924396
26,30,1.3663746267557144
38,104,1.391064437372344
38,90,1.3722094020673208
28,40,1.384849060858999
4,58,1.3867155292204447
55,8,1.3915351969855172
55,106,1.3980387321540289
45,26,1.3991433531045914
28,81,1.377114447099822
55,37,1.3464934538517679
4,21,1.3742646830422538
44,40,1.3783163321869714
44,94,1.4042189291545324
12,34,1.4057686243738448
13,80,1.3899456624473845
4,109,1.3831843733787537
38,63,1.3660308569669724
43,59,1.3393909920539175
47,88,1.3763525933027267
38,111,1.3869597230638777
40,98,1.3918994111674172
15,71,1.3726273966687066
38,56,1.3861165174416132
38,9,1.364416778087616
13,28,1.3968301841190882
33,19,1.3595830744930677
8,111,1.3853303449494498
53,70,1.413012798343386
2,25,1.3779626786708832
53,60,1.3702544271945953
45,27,1.3683325094836098
5,88,1.3596637057406562
38,58,1.3789590064968382
40,65,1.3629987239837646
12,36,1.4222578832081385
26,34,1.4005608814103263
47,29,1.3772440957171577
47,97,1.3952275472027915
28,28,1.3900641628674097
23,61,1.3890716476099831
54,6,1.349481925368309
49,28,1.3758061826229095
49,101,1.4177075028419495
44,35,1.346523715449231
44,8,1.3982339799404144
8,78,1.374705827661923
54,94,1.3998586450304304
4,98,1.400047928094864
34,52,1.3639643586107664
52,93,1.3837508984974451
5,47,1.367054423051221
0,97,1.3706779671566827
44,78,1.373691818543843
8,45,1.4022108593157359
44,48,1.373863316008023
39,83,1.3879472677196776
13,77,1.395896200622831
53,41,1.3778289620365416
39,99,1.3922962631498064
13,111,1.4011331072875433
49,75,1.34742207718747
23,82,1.3919838219881058
40,44,1.3743259491665023
5,98,1.3944922600473677
43,107,1.417482825262206
12,50,1.4252198210784368
26,12,1.4080668219498225
38,44,1.3762453624180384
13,84,1.3869337439537048
13,38,1.3794170703206743
4,23,1.3738346078566142
15,3,1.3807933245386397
23,97,1.3926039465836115
26,98,1.3937137041773116
40,61,1.3770961378301894
13,41,1.387827673128673
49,60,1.3593550494738988
8,29,1.3533956046615327
15,109,1.380124881863594
53,33,1.3768195871795927
19,107,1.4135288553578513
44,19,1.378733373114041
40,70,1.4061902995620454
12,26,1.4061635051454817
45,45,1.3872875337089812
52,43,1.4195422934634345
13,33,1.3862589533839906
44,103,1.3980212775724274
38,66,1.3678785924400603
53,40,1.3822753791298186
47,65,1.381588848573821
13,6,1.3594938325030463
50,46,1.4035940553460802
4,25,1.3899859253849303
28,41,1.3768127369029182
28,96,1.3623104287045342
54,22,1.3728012761899404
40,94,1.4012273677757807
46,43,1.4168793835810252
38,37,1.3748815315110343
4,95,1.3700347287314278
54,84,1.3769403547048569
49,94,1.4059452627386366
26,101,1.4160123446158
0,111,1.3704159994210516
49,108,1.3629175807748521
28,79,1.4018233716487885
44,45,1.3933801800012589
47,108,1.391749152115413
45,78,1.3672323375940323
5,56,1.3862809113093786
39,108,1.3571399918624334
13,29,1.3743958388056075
5,70,1.4080261971269334
49,22,1.3560096664088113
44,101,1.4147847890853882
13,105,1.3774080276489258
2,60,1.3613172471523285
30,107,1.4137643298932485
47,21,1.3845797159842081
44,106,1.3983268631356103
45,0,1.3432179689407349
5,93,1.3675341670002257
39,98,1.386442625096866
12,8,1.4005817025899887
23,94,1.4202071556023188
53,104,1.394172074539321
40,25,1.3826407279287065
28,98,1.4004175599132265
44,82,1.3871339495692934
47,80,1.3949100864785058
50,65,1.3526257638420378
47,5,1.3772407046386175
34,18,1.426095336675644
5,71,1.3644211441278458
38,25,1.3835562957184655
47,44,1.392295486160687
49,40,1.3729480462414878
15,13,1.377569494502885
2,108,1.368351582969938
44,27,1.3726217022963934
0,4,1.3757556868450982
8,101,1.4189239250762122
49,97,1.375901894909995
28,27,1.376827936087336
13,15,1.3807770035096578
19,12,1.4373892226389475
13,104,1.4021093675068446
8,1,1.3843794805662972
5,59,1.3716315222637994
15,16,1.4017856397799082
23,31,1.4004462552922112
4,15,1.374522172978946
2,15,1.359837104167257
44,88,1.3605434511389052
13,65,1.3777655341795512
45,88,1.3558800518512726
38,97,1.3802282405751092
49,112,1.353113408599581
20,12,1.4342216615165984
26,72,1.3499243057199888
47,91,1.393731666462762
47,58,1.396046248929841
38,53,1.3532125332525797
39,37,1.3536448734147208
4,56,1.3917768853051322
52,82,1.3806852847337723
45,17,1.3878922100578035
13,69,1.371784474168505
13,78,1.381320167865072
5,42,1.377623873097556
13,90,1.3857755554573876
5,19,1.3770041125161308
5,52,1.3657042884400912
54,16,1.3767144829034805
13,52,1.3705258624894279
13,76,1.3701982647180557
53,6,1.3513711297086306
38,103,1.396083116531372
44,6,1.3499886180673326
44,1,1.3876606268542153
5,108,1.375766566821507
28,4,1.3945427792412894
28,1,1.3897426852158137
40,4,1.385999777487346
26,51,1.3553073672311646
45,50,1.404621524470193
49,58,1.3731986007520132
0,46,1.384519977228982
15,59,1.375472475375448
47,93,1.3814972383635384
44,74,1.3805514137659753
13,108,1.3887369015387125
40,28,1.3832471839019231
12,110,1.3979422450065613
5,101,1.4139830874545234
45,9,1.3615025579929352
2,93,1.366164043545723
44,26,1.4036489299365453
54,73,1.362582536680358
0,73,1.3426000741975648
19,40,1.3776497606720244
4,47,1.37259142100811
2,34,1.397642318691526
47,10,1.3846874918256487
49,73,1.3547121988875526
44,41,1.376508274248668
5,94,1.4020574944359916
40,48,1.3702256945627076
50,50,1.435259657246726
4,107,1.3987602038042886
50,110,1.40287726691791
49,81,1.3614190433706557
4,44,1.3824555107525416
53,58,1.3867825269699097
5,30,1.3703738344567162
16,112,1.3297361465437072
23,34,1.4147453137806483
15,83,1.4062384707587106
54,59,1.374733024409839
49,26,1.402142888733319
52,17,1.4112019347293037
53,10,1.3700771842684065
44,63,1.3672597823398454
0,65,1.3453935108014516
26,73,1.3585770768778664
38,29,1.3603013690028871
26,22,1.3666321401085173
2,71,1.3602367618254252
4,94,1.407674863934517
12,62,1.4065148660114832
5,65,1.3645749964884348
8,70,1.4116692330156053
55,36,1.4245475083589554
40,3,1.374777162713664
23,8,1.4075718181473869
40,83,1.3905251153877802
26,19,1.3745484075375967
5,82,1.3852309307881765
47,71,1.3811233171394892
8,106,1.4037205108574458
54,111,1.3894532408033098
23,106,1.416933732373374
2,65,1.3591827239309038
53,108,1.3796469739505224
47,31,1.4104622155427933
26,93,1.3677495888301305
53,29,1.3634486475161143
4,90,1.3786435765879494
47,17,1.4060763269662857
54,4,1.389454573392868
13,75,1.3762768059968948
39,61,1.3652495528970445
12,77,1.3848203803811754
54,108,1.3790465678487505
24,98,1.3794053814240865
53,31,1.39839540209089
23,36,1.433337586266654
49,106,1.399056362254279
38,6,1.3469963989087514
38,31,1.3943306824990682
40,108,1.3743745854922704
54,56,1.388931734221322
27,59,1.334701307117939
2,68,1.3437808996864729
54,29,1.3631411726985658
4,97,1.386550852230617
53,111,1.3939137075628554
49,87,1.3412263031516756
39,81,1.3529706256730216
52,46,1.4163961921419417
2,84,1.3636475237352508
12,28,1.3880021018641335
52,94,1.4259582885674067
53,65,1.3683287458760398
2,81,1.36581332555839
38,98,1.3927538522652216
40,97,1.379164525440761
50,39,1.3323945605329104
12,56,1.3881975987127848
4,88,1.36470194373812
54,77,1.3863441135202135
40,76,1.3552198771919524
38,11,1.3592366916792733
23,73,1.368449134486062
18,42,1.3604494514209884
26,26,1.401352475796427
44,28,1.3867215939930506
12,19,1.3791395447083883
8,93,1.3697589529412133
53,56,1.390168926545552
47,52,1.3796351690377509
53,15,1.371375220162528
13,81,1.3884225594145911
13,1,1.396668016910553
12,16,1.395360095160348
52,12,1.436849758028984
40,33,1.3718509078025818
44,34,1.3969364293984003
50,78,1.3741247717823302
8,73,1.358511283993721
0,34,1.3977581837347575
12,93,1.3733628605093275
28,91,1.3801631821053368
16,111,1.3639361645494188
2,78,1.3715494977576392
15,101,1.4359399399587087
28,25,1.3911263751132148
54,81,1.3782386524336678
10,18,1.4257016501256399
8,81,1.3679791263171606
8,34,1.4049388361828667
4,103,1.4013682178088598
38,1,1.3852580892188209
15,76,1.3620298100369317
5,73,1.360777171594756
4,1,1.3916302919387817
2,38,1.3561092093586922
19,110,1.4114311252321516
52,1,1.3875285259314947
10,62,1.421901204756328
13,89,1.3736894620316369
12,41,1.3729356133512087
28,16,1.3933662963765008
2,104,1.38384148478508
45,74,1.3766269492251533
54,8,1.3969493423189436
44,38,1.3670823169606072
48,42,1.3570358561617988
5,104,1.3907892001526696
28,103,1.3987875133752823
2,41,1.3657320216298103
54,42,1.3795101323298045
2,67,1.3463649707181113
39,107,1.3993694143635886
12,70,1.4117410502263479
47,92,1.3807967624494009
54,40,1.3771968824522836
28,46,1.3972885927983694
4,6,1.3535255470446177
44,29,1.361257444534983
38,8,1.3947973783527101
50,71,1.360529180083956
12,46,1.3975033547197069
4,74,1.385543874331883
54,48,1.3747489026614599
47,37,1.3908085312162126
5,95,1.3642727136611938
33,42,1.3593622211899077
5,20,1.3649259060621262
41,98,1.3796307444572449
0,12,1.4052454956940241
5,48,1.3734067210129328
55,70,1.4071994572877884
28,110,1.4005901962518692
54,33,1.3767937400511332
6,36,1.434148641569274
15,107,1.4160838169710976
5,80,1.3794759320361274
39,4,1.3793764518839973
47,61,1.395035873566355
28,38,1.3675912469625473
50,99,1.3934475098337447
49,74,1.3708487206271716
23,25,1.3917852065392904
15,91,1.3827676347323827
54,31,1.3970826140471868
12,94,1.4102984964847565
2,91,1.3699169999786787
26,31,1.3930055435214723
28,97,1.3872550087315696
46,62,1.4178544006177358
12,43,1.396793014236859
47,67,1.3749618764434541
15,98,1.4063601046800613
4,41,1.3817622129406248
50,60,1.3646110551697868
39,36,1.42196096267019
4,14,1.3726600514990943
28,62,1.4104509268488203
4,16,1.3848138898611069
50,88,1.3536972956998008
0,83,1.3833852176155363
0,63,1.3402028584054537
40,32,1.3550624432308334
53,84,1.375007803950991
5,25,1.3844711078064782
13,44,1.3875657341309957
40,104,1.3888995775154658
2,47,1.3567021925534521
13,9,1.377956794840949
13,95,1.3775517621210642
12,42,1.3771983023200716
40,56,1.3848155268601008
53,93,1.374878512961524
15,15,1.3729560119765145
5,37,1.3747673268829073
26,83,1.3960056922265462
12,45,1.4091909038169044
23,37,1.3761301572833742
15,33,1.3801070238862718
28,106,1.4068940005132131
39,93,1.3711758937154497
12,99,1.3883716080869948
13,54,1.375374212861061
13,11,1.3734448530844279
23,101,1.4364535425390517
17,16,1.405466309615544
39,31,1.38047870354993
46,18,1.422626065356391
53,37,1.3773488125630788
44,11,1.3599812015891075
5,61,1.378793595092637
28,70,1.4146390365702766
28,66,1.3740700738770621
4,65,1.3704314466033662
44,56,1.3882760490689958
55,97,1.3721067309379578
2,97,1.3774217729057585
45,63,1.3637786039284296
40,27,1.3697188581739153
47,40,1.3928907002721513
48,22,1.3394148275256157
38,91,1.3774459319455283
54,58,1.381652416927474
0,17,1.388614222407341
45,12,1.3940425557749612
12,104,1.3906148033482688
40,35,1.344890187893595
54,100,1.3694897868803568
2,42,1.3710827976465225
54,109,1.3802326342889242
2,19,1.3718794307538442
53,38,1.3683928570577077
15,67,1.3590876044971603
40,77,1.381877781025001
12,79,1.4007926051105772
11,42,1.3503417606864656
49,88,1.3537525971020972
52,99,1.4079940915107727
26,27,1.3679561572415488
50,62,1.4125612271683556
49,80,1.3719750089304787
15,108,1.3795254251786642
13,61,1.3900397207055772
47,76,1.374446330325944
4,61,1.3839275879519326
13,47,1.3798028592552458
44,21,1.3687509330255645
26,104,1.3891553729772568
5,41,1.375205438051905
2,45,1.398305982351303
26,82,1.3854475234236037
4,53,1.3603769455637251
15,8,1.4093718315873827
13,71,1.3750510151897157
12,106,1.4032464900187083
12,111,1.3905902121748244
40,1,1.3840418521847044
55,62,1.4024951202528817
2,74,1.3725120521017484
55,110,1.3912429532834463
51,107,1.4128263954605376
39,71,1.3545253383261817
44,65,1.3650920923267091
26,28,1.38431239766734
26,56,1.3856687503201621
50,16,1.3956864391054427
38,87,1.3566802271774836
38,73,1.35980367234775
38,108,1.3755383044481277
12,31,1.3959796300956182
12,52,1.3700529081480843
55,48,1.346351485167231
26,25,1.3841694636004311
0,108,1.3569674491882324
49,42,1.3673391320875712
5,103,1.3963255350078856
49,45,1.40126328596047
26,71,1.366467956985746
55,46,1.397715951715197
44,104,1.3930052029235023
4,75,1.3688222106013979
5,74,1.3791990471737725
4,76,1.3631449384348733
5,10,1.3674620070627757
55,14,1.341858604124614
40,80,1.3794469524707114
5,14,1.3681292150701796
26,8,1.3972308316401072
26,91,1.3742070059691156
28,108,1.3788015310253416
47,2,1.3818141498735972
7,18,1.4235231173889977
26,106,1.3978501238993235
13,48,1.3856862442834037
38,48,1.3722243692193712
0,29,1.3370627803461892
44,111,1.3889662942716055
39,50,1.4290715413434165
13,3,1.3887127318552561
54,75,1.3657696949584144
31,35,1.3255634951804365
38,95,1.3642809689044952
45,53,1.3502982216221946
40,8,1.3934534043073654
55,45,1.4095438889094762
13,37,1.388135435325759
4,33,1.379967212677002
49,98,1.387484839984349
55,99,1.3887786577854837
54,95,1.3674506757940565
4,29,1.366851276585034
3,62,1.424850800207683
50,26,1.3993045410939626
2,33,1.3654581414801734
2,95,1.3568085400121552
26,38,1.3615125289985113
4,68,1.3602533085005624
23,107,1.4177326900618417
38,81,1.3749963215419225
28,29,1.3641078621149063
45,29,1.3576051890850067
13,7,1.38041533104011
6,18,1.4245447154556001
23,70,1.4224563453878676
39,109,1.35383706007685
55,107,1.4026442468166351
5,27,1.3706169192280089
28,8,1.4043094707386834
13,14,1.3798283700432097
19,18,1.424765767795699
5,44,1.3764747913394655
53,96,1.3644200946603502
53,88,1.3648656606674194
15,26,1.417738405721528
45,106,1.3940036573580332
50,101,1.4229894514594759
23,93,1.3848493546247482
47,28,1.4007975799696786
39,33,1.3553333835942405
6,106,1.4037668534687586
4,81,1.3812020697763987
